OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2
1,250,VNM,Vietnam,1,Da Nang,1,C<U+1EA9>m L<U+1EC7>,Quan,Urban District,NA,Cam Le
2,250,VNM,Vietnam,1,Da Nang,2,Hải Châu,Huy<U+1EC7>n,District,NA,Hai Chau
3,250,VNM,Vietnam,1,Da Nang,3,Hoà Vang,Huy<U+1EC7>n,District,NA,Hoa Vang
4,250,VNM,Vietnam,1,Da Nang,4,Liên Chi<U+1EC3>u,Huy<U+1EC7>n,District,NA,Lien Chieu
5,250,VNM,Vietnam,1,Da Nang,5,Ngu Hành Son,Huy<U+1EC7>n,District,NA,Ngu Hanh Son
6,250,VNM,Vietnam,1,Da Nang,6,Son Trà,Huy<U+1EC7>n,District,NA,Son Tra
7,250,VNM,Vietnam,1,Da Nang,7,Thanh Khê,Huy<U+1EC7>n,District,NA,Thanh Khe
8,250,VNM,Vietnam,2,Dong Nai,8,Ðịnh Quán,Huy<U+1EC7>n,District,NA,Dinh Quan
9,250,VNM,Vietnam,2,Dong Nai,9,Bien Hoa,Than Pho,City,NA,Bien Hoa
10,250,VNM,Vietnam,2,Dong Nai,10,C<U+1EA9>m M<U+1EF9>,Huy<U+1EC7>n,District,NA,NA
11,250,VNM,Vietnam,2,Dong Nai,11,Long Khánh,Huy<U+1EC7>n,District,NA,Long Khanh
12,250,VNM,Vietnam,2,Dong Nai,12,Long Thành,Huy<U+1EC7>n,District,NA,Long Thanh
13,250,VNM,Vietnam,2,Dong Nai,13,Nhon Tr<U+1EA1>ch,Huy<U+1EC7>n,District,NA,Nhon Trach
14,250,VNM,Vietnam,2,Dong Nai,14,Tân Phú,Huy<U+1EC7>n,District,NA,Tan Phu
15,250,VNM,Vietnam,2,Dong Nai,15,Th<U+1ED1>ng Nh<U+1EA5>t,Huy<U+1EC7>n,District,NA,Thong Nhat
16,250,VNM,Vietnam,2,Dong Nai,16,Trảng Bom,Huy<U+1EC7>n,District,NA,Trang Bom
17,250,VNM,Vietnam,2,Dong Nai,17,Vinh C<U+1EED>u,Huy<U+1EC7>n,District,NA,Vinh Cuu
18,250,VNM,Vietnam,2,Dong Nai,18,Xuân L<U+1ED9>c,Huy<U+1EC7>n,District,NA,Xuan Loc
19,250,VNM,Vietnam,3,Dong Thap,19,Cao Lãnh,Huy<U+1EC7>n,District,NA,Cao Lanh
20,250,VNM,Vietnam,3,Dong Thap,20,Cao Lanh,Huy<U+1EC7>n,District,NA,NA
21,250,VNM,Vietnam,3,Dong Thap,21,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
22,250,VNM,Vietnam,3,Dong Thap,22,H<U+1ED3>ng Ng<U+1EF1>,Huy<U+1EC7>n,District,NA,Hong Ngu
23,250,VNM,Vietnam,3,Dong Thap,23,Lai Vung,Huy<U+1EC7>n,District,NA,Lai Vung
24,250,VNM,Vietnam,3,Dong Thap,24,L<U+1EA5>p Vò,Huy<U+1EC7>n,District,NA,Lap Vo
25,250,VNM,Vietnam,3,Dong Thap,25,Sa Ðéc,Thi xa,Township,NA,Sa Dec
26,250,VNM,Vietnam,3,Dong Thap,26,Tân H<U+1ED3>ng,Huy<U+1EC7>n,District,NA,Tan Hong
27,250,VNM,Vietnam,3,Dong Thap,27,Tam Nông,Huy<U+1EC7>n,District,NA,Tam Nong
28,250,VNM,Vietnam,3,Dong Thap,28,Tháp Mu<U+1EDD>i,Huy<U+1EC7>n,District,NA,Thap Muoi
29,250,VNM,Vietnam,3,Dong Thap,29,Thanh Bình,Huy<U+1EC7>n,District,NA,Thanh Binh
30,250,VNM,Vietnam,4,Dak Nong,30,Ðak Glong,Huy<U+1EC7>n,District,NA,NA
31,250,VNM,Vietnam,4,Dak Nong,31,Ðak Mil,Huy<U+1EC7>n,District,NA,Dak Mil
32,250,VNM,Vietnam,4,Dak Nong,32,Ðak R'L<U+1EA5>p,Huy<U+1EC7>n,District,NA,Dak Rlap
33,250,VNM,Vietnam,4,Dak Nong,33,Cu Jút,Huy<U+1EC7>n,District,NA,Cu Jut
34,250,VNM,Vietnam,4,Dak Nong,34,Dak Song,Huy<U+1EC7>n,District,NA,NA
35,250,VNM,Vietnam,4,Dak Nong,35,Krông Nô,Huy<U+1EC7>n,District,NA,Krong No
36,250,VNM,Vietnam,4,Dak Nong,36,Tuy Ð<U+1EE9>c,Huy<U+1EC7>n,District,NA,NA
37,250,VNM,Vietnam,5,Dak Lak,37,Buôn Ðôn,Huy<U+1EC7>n,District,NA,Buon Don
38,250,VNM,Vietnam,5,Dak Lak,38,Buon Ma Thuot,Than Pho,City,NA,Buon Ma Thuot
39,250,VNM,Vietnam,5,Dak Lak,39,Cu M'gar,Huy<U+1EC7>n,District,NA,Cu M'gar
40,250,VNM,Vietnam,5,Dak Lak,40,Ea H'leo,Huy<U+1EC7>n,District,NA,Ea H'leo
41,250,VNM,Vietnam,5,Dak Lak,41,Ea Kar,Huy<U+1EC7>n,District,NA,Ea Kar
42,250,VNM,Vietnam,5,Dak Lak,42,Ea Súp,Huy<U+1EC7>n,District,NA,Ea Sup
43,250,VNM,Vietnam,5,Dak Lak,43,Krông Ana,Huy<U+1EC7>n,District,NA,Krong Ana
44,250,VNM,Vietnam,5,Dak Lak,44,Krông Bông,Huy<U+1EC7>n,District,NA,Krong Bong
45,250,VNM,Vietnam,5,Dak Lak,45,Krông Buk,Huy<U+1EC7>n,District,NA,Krong Buk
46,250,VNM,Vietnam,5,Dak Lak,46,Krông Nang,Huy<U+1EC7>n,District,NA,Krong Nang
47,250,VNM,Vietnam,5,Dak Lak,47,Krông P<U+1EAF>k,Huy<U+1EC7>n,District,NA,Krong Pac |Krong Pak
48,250,VNM,Vietnam,5,Dak Lak,48,Lak,Huy<U+1EC7>n,District,NA,Lak
49,250,VNM,Vietnam,5,Dak Lak,49,M'Ðrak,Huy<U+1EC7>n,District,NA,M'Drak
50,250,VNM,Vietnam,6,Dien Bien,50,Ði<U+1EC7>n Biên Ðông,Huy<U+1EC7>n,District,NA,Dien Bien Dong
51,250,VNM,Vietnam,6,Dien Bien,51,Ði<U+1EC7>n Biên,Huy<U+1EC7>n,District,NA,Dien Bien
52,250,VNM,Vietnam,6,Dien Bien,52,Ðiên Biên Ph<U+1EE7>,Than Pho,City,NA,Dien Bien Phu
53,250,VNM,Vietnam,6,Dien Bien,53,Mu<U+1EDD>ng Chà,Huy<U+1EC7>n,District,NA,Muong Cha
54,250,VNM,Vietnam,6,Dien Bien,54,Mu<U+1EDD>ng Lay,Thi xa,Township,NA,Muong Lay
55,250,VNM,Vietnam,6,Dien Bien,55,Mu<U+1EDD>ng Nhé,Huy<U+1EC7>n,District,NA,My Tho
56,250,VNM,Vietnam,6,Dien Bien,56,T<U+1EE7>a Chùa,Huy<U+1EC7>n,District,NA,Tua Chua
57,250,VNM,Vietnam,6,Dien Bien,57,Tu<U+1EA7>n Giáo,Huy<U+1EC7>n,District,NA,Tuan Giao
58,250,VNM,Vietnam,7,An Giang,58,An Phú,Huy<U+1EC7>n,District,NA,An Phu
59,250,VNM,Vietnam,7,An Giang,59,Châu Phú,Huy<U+1EC7>n,District,NA,Chau Phu
60,250,VNM,Vietnam,7,An Giang,60,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
61,250,VNM,Vietnam,7,An Giang,61,Ch<U+1EE3> M<U+1EDB>i,Huy<U+1EC7>n,District,NA,Cho Moi
62,250,VNM,Vietnam,7,An Giang,62,Chau Doc,Thi xa,Township,NA,NA
63,250,VNM,Vietnam,7,An Giang,63,Long Xuyen Township,Than Pho,City,NA,Long Xuyen
64,250,VNM,Vietnam,7,An Giang,64,Phú Tân,Huy<U+1EC7>n,District,NA,Phu Tan
65,250,VNM,Vietnam,7,An Giang,65,Tân Châu,Huy<U+1EC7>n,District,NA,Tan Chau
66,250,VNM,Vietnam,7,An Giang,66,Tịnh Biên,Huy<U+1EC7>n,District,NA,Tinh Bien
67,250,VNM,Vietnam,7,An Giang,67,Tho<U+1EA1>i Son,Huy<U+1EC7>n,District,NA,Thoai Son
68,250,VNM,Vietnam,7,An Giang,68,Tri Tôn,Huy<U+1EC7>n,District,NA,Tri Ton
69,250,VNM,Vietnam,8,Ba Ria - Vung Tau,69,Ð<U+1EA5>t Ð<U+1ECF>,Huy<U+1EC7>n,District,NA,Dat Do
70,250,VNM,Vietnam,8,Ba Ria - Vung Tau,70,Ba Ria,Thi xa,Township,NA,Ba Ria
71,250,VNM,Vietnam,8,Ba Ria - Vung Tau,71,Côn Ðảo,Huy<U+1EC7>n,District,NA,Con Dao
72,250,VNM,Vietnam,8,Ba Ria - Vung Tau,72,Châu Ð<U+1EE9>c,Huy<U+1EC7>n,District,NA,Chau Duc
73,250,VNM,Vietnam,8,Ba Ria - Vung Tau,73,Long Ði<U+1EC1>n,Huy<U+1EC7>n,District,NA,Long Dien
74,250,VNM,Vietnam,8,Ba Ria - Vung Tau,74,Tân Thành,Huy<U+1EC7>n,District,NA,Tan Thanh
75,250,VNM,Vietnam,8,Ba Ria - Vung Tau,75,Vung Tàu,Huy<U+1EC7>n,District,NA,Vung Tau
76,250,VNM,Vietnam,8,Ba Ria - Vung Tau,76,Xuyên M<U+1ED9>c,Huy<U+1EC7>n,District,NA,Xuyen Moc
77,250,VNM,Vietnam,9,Binh Ðinh,77,An Lão,Huy<U+1EC7>n,District,NA,An Lao
78,250,VNM,Vietnam,9,Binh Ðinh,78,An Nhon,Huy<U+1EC7>n,District,NA,An Nhon
79,250,VNM,Vietnam,9,Binh Ðinh,79,Hoài Ân,Huy<U+1EC7>n,District,NA,Hoai an
80,250,VNM,Vietnam,9,Binh Ðinh,80,Hoài Nhon,Huy<U+1EC7>n,District,NA,Hoai Nhon
81,250,VNM,Vietnam,9,Binh Ðinh,81,Phù Cát,Huy<U+1EC7>n,District,NA,Phu Cat
82,250,VNM,Vietnam,9,Binh Ðinh,82,Phù M<U+1EF9>,Huy<U+1EC7>n,District,NA,Phu My
83,250,VNM,Vietnam,9,Binh Ðinh,83,Qui Nhon,Than Pho,City,NA,Quy Nhon |Qui Nhon
84,250,VNM,Vietnam,9,Binh Ðinh,84,Tây Son,Huy<U+1EC7>n,District,NA,Tay Son
85,250,VNM,Vietnam,9,Binh Ðinh,85,Tuy Phu<U+1EDB>c,Huy<U+1EC7>n,District,NA,Tuy Phuoc
86,250,VNM,Vietnam,9,Binh Ðinh,86,Vinh Th<U+1EA1>nh,Huy<U+1EC7>n,District,NA,Vinh Thanh
87,250,VNM,Vietnam,9,Binh Ðinh,87,Van Canh,Huy<U+1EC7>n,District,NA,NA
88,250,VNM,Vietnam,10,Binh Duong,88,Bến Cát,Huy<U+1EC7>n,District,NA,Ben Cat
89,250,VNM,Vietnam,10,Binh Duong,89,Dau Tieng,Huy<U+1EC7>n,District,NA,Dau Tieng
90,250,VNM,Vietnam,10,Binh Duong,90,Di An,Huy<U+1EC7>n,District,NA,Di An
91,250,VNM,Vietnam,10,Binh Duong,91,Phú Giáo,Huy<U+1EC7>n,District,NA,Phu Giao
92,250,VNM,Vietnam,10,Binh Duong,92,Tân Uyên,Huy<U+1EC7>n,District,NA,Tan Uyen
93,250,VNM,Vietnam,10,Binh Duong,93,Th<U+1EE7> D<U+1EA7>u M<U+1ED9>t,Huy<U+1EC7>n,District,NA,Thu Dau Mot
94,250,VNM,Vietnam,10,Binh Duong,94,Thuan An,Huy<U+1EC7>n,District,NA,Thuan An
95,250,VNM,Vietnam,11,Binh Phuoc,95,Ð<U+1ED3>ng Phù,Huy<U+1EC7>n,District,NA,Dong Phu
96,250,VNM,Vietnam,11,Binh Phuoc,96,Bình Long,Huy<U+1EC7>n,District,NA,Binh Long
97,250,VNM,Vietnam,11,Binh Phuoc,97,Bù Ðang,Huy<U+1EC7>n,District,NA,Bu Dang
98,250,VNM,Vietnam,11,Binh Phuoc,98,Bu Dop,Huy<U+1EC7>n,District,NA,NA
99,250,VNM,Vietnam,11,Binh Phuoc,99,Chon Thành,Huy<U+1EC7>n,District,NA,Chon Thanh
100,250,VNM,Vietnam,11,Binh Phuoc,100,Dong Xoai,Thi xa,Township,NA,NA
101,250,VNM,Vietnam,11,Binh Phuoc,101,L<U+1ED9>c Ninh,Huy<U+1EC7>n,District,NA,Loc Ninh
102,250,VNM,Vietnam,11,Binh Phuoc,102,Phu<U+1EDB>c Long,Huy<U+1EC7>n,District,NA,Phuoc Long
103,250,VNM,Vietnam,12,Binh Thuan,103,Ð<U+1EE9>c Linh,Huy<U+1EC7>n,District,NA,Duc Linh
104,250,VNM,Vietnam,12,Binh Thuan,104,B<U+1EAF>c Bình,Huy<U+1EC7>n,District,NA,Bac Binh
105,250,VNM,Vietnam,12,Binh Thuan,105,Hàm Tân,Huy<U+1EC7>n,District,NA,Ham Tan
106,250,VNM,Vietnam,12,Binh Thuan,106,Hàm Thuan B<U+1EAF>c,Huy<U+1EC7>n,District,NA,Ham Thuan Bac
107,250,VNM,Vietnam,12,Binh Thuan,107,Hàm Thuan Nam,Huy<U+1EC7>n,District,NA,Ham Thuan Nam
108,250,VNM,Vietnam,12,Binh Thuan,108,La Gi,Huy<U+1EC7>n,District,NA,NA
109,250,VNM,Vietnam,12,Binh Thuan,109,Phan Thiết,Than Pho,City,NA,Phan Thiet
110,250,VNM,Vietnam,12,Binh Thuan,110,Phú Quý,Huy<U+1EC7>n,Island,NA,Phu Qui|Phu Quy
111,250,VNM,Vietnam,12,Binh Thuan,111,Tanh Linh,Huy<U+1EC7>n,District,NA,NA
112,250,VNM,Vietnam,12,Binh Thuan,112,Tuy Phong,Huy<U+1EC7>n,District,NA,NA
113,250,VNM,Vietnam,13,Bac Lieu,113,Ðông Hải,Huy<U+1EC7>n,District,NA,Dong Hai
114,250,VNM,Vietnam,13,Bac Lieu,114,Bạc Liêu,Thi xa,Township,NA,Bac Lieu
115,250,VNM,Vietnam,13,Bac Lieu,115,Giá Rai,Huy<U+1EC7>n,District,NA,Gia Rai
116,250,VNM,Vietnam,13,Bac Lieu,116,H<U+1ED3>ng Dân,Huy<U+1EC7>n,District,NA,Hong Dan
117,250,VNM,Vietnam,13,Bac Lieu,117,Hòa Bình,Thi xa,Township,NA,Hoa Binh
118,250,VNM,Vietnam,13,Bac Lieu,118,Phu<U+1EDB>c Long,Huy<U+1EC7>n,District,NA,Phuoc Long
119,250,VNM,Vietnam,13,Bac Lieu,119,Vinh L<U+1EE3>i,Huy<U+1EC7>n,District,NA,Vinh Loi
120,250,VNM,Vietnam,14,Bac Giang,120,B<U+1EAF>c Giang,Thi xa,Township,NA,Bac Giang
121,250,VNM,Vietnam,14,Bac Giang,121,Hi<U+1EC7>p Hòa,Huy<U+1EC7>n,District,NA,Hiep Hoa
122,250,VNM,Vietnam,14,Bac Giang,122,L<U+1EE5>c Nam,Huy<U+1EC7>n,District,NA,Luc Nam
123,250,VNM,Vietnam,14,Bac Giang,123,L<U+1EE5>c Ng<U+1EA1>n,Huy<U+1EC7>n,District,NA,Luc Ngan
124,250,VNM,Vietnam,14,Bac Giang,124,L<U+1EA1>ng Giang,Huy<U+1EC7>n,District,NA,Lang Giang
125,250,VNM,Vietnam,14,Bac Giang,125,Son Ð<U+1ED9>ng,Huy<U+1EC7>n,District,NA,Son Dong
126,250,VNM,Vietnam,14,Bac Giang,126,Tân Yên,Huy<U+1EC7>n,District,NA,Tan Yen
127,250,VNM,Vietnam,14,Bac Giang,127,Vi<U+1EC7>t Yên,Huy<U+1EC7>n,District,NA,Viet Yen
128,250,VNM,Vietnam,14,Bac Giang,128,Yên Dung,Huy<U+1EC7>n,District,NA,Yen Dung
129,250,VNM,Vietnam,14,Bac Giang,129,Yên Thế,Huy<U+1EC7>n,District,NA,Yen The
130,250,VNM,Vietnam,15,Bac Kan,130,Ba B<U+1EC3>,Huy<U+1EC7>n,District,NA,Ba Be
131,250,VNM,Vietnam,15,Bac Kan,131,Bac Kan,Thi xa,Township,NA,Bac Kan
132,250,VNM,Vietnam,15,Bac Kan,132,B<U+1EA1>ch Thông,Huy<U+1EC7>n,District,NA,Bach Thong
133,250,VNM,Vietnam,15,Bac Kan,133,Ch<U+1EE3> Ð<U+1ED3>n,Huy<U+1EC7>n,District,NA,Cho Don
134,250,VNM,Vietnam,15,Bac Kan,134,Ch<U+1EE3> M<U+1EDB>i,Huy<U+1EC7>n,District,NA,Cho Moi
135,250,VNM,Vietnam,15,Bac Kan,135,Na Ri,Huy<U+1EC7>n,District,NA,NA
136,250,VNM,Vietnam,15,Bac Kan,136,Ngân Son,Huy<U+1EC7>n,District,NA,Ngan Son
137,250,VNM,Vietnam,15,Bac Kan,137,Pác N<U+1EB7>m,Huy<U+1EC7>n,District,NA,Pac Nam
138,250,VNM,Vietnam,16,Bac Ninh,138,B<U+1EAF>c Ninh,Thi xa,Township,NA,Bac Ninh
139,250,VNM,Vietnam,16,Bac Ninh,139,Gia Bình,Huy<U+1EC7>n,District,NA,Gia Binh
140,250,VNM,Vietnam,16,Bac Ninh,140,Luong Tài,Huy<U+1EC7>n,District,NA,Luong Tai
141,250,VNM,Vietnam,16,Bac Ninh,141,Quế Võ,Huy<U+1EC7>n,District,NA,Que Vo
142,250,VNM,Vietnam,16,Bac Ninh,142,Từ Son,Huy<U+1EC7>n,District,NA,Tu Son
143,250,VNM,Vietnam,16,Bac Ninh,143,Thuan Thành,Huy<U+1EC7>n,District,NA,Thuan Thanh
144,250,VNM,Vietnam,16,Bac Ninh,144,Tiên Du,Huy<U+1EC7>n,District,NA,Tien Du
145,250,VNM,Vietnam,16,Bac Ninh,145,Yên Phong,Huy<U+1EC7>n,District,NA,Yen Phong
146,250,VNM,Vietnam,17,Ben Tre,146,Ba Tri,Huy<U+1EC7>n,District,NA,NA
147,250,VNM,Vietnam,17,Ben Tre,147,Bình Ð<U+1EA1>i,Huy<U+1EC7>n,District,NA,Binh Dai
148,250,VNM,Vietnam,17,Ben Tre,148,Bến Tre,Thi xa,Township,NA,Ben Tre
149,250,VNM,Vietnam,17,Ben Tre,149,Châu Thành,Huy<U+1EC7>n,District,NA,Chau Thanh
150,250,VNM,Vietnam,17,Ben Tre,150,Ch<U+1EE3> Lách,Huy<U+1EC7>n,District,NA,Cho Lach
151,250,VNM,Vietnam,17,Ben Tre,151,Gi<U+1ED3>ng Trôm,Huy<U+1EC7>n,District,NA,Giong Trom
152,250,VNM,Vietnam,17,Ben Tre,152,M<U+1ECF> Cày,Huy<U+1EC7>n,District,NA,Mo Cay
153,250,VNM,Vietnam,17,Ben Tre,153,Th<U+1EA1>nh Phú,Huy<U+1EC7>n,District,NA,Thanh Phu
154,250,VNM,Vietnam,18,Ca Mau,154,Ð<U+1EA7>m Doi,Huy<U+1EC7>n,District,NA,Dam Doi
155,250,VNM,Vietnam,18,Ca Mau,155,Cà Mau,Than Pho,City,NA,Ca Mau
156,250,VNM,Vietnam,18,Ca Mau,156,Cái Nu<U+1EDB>c,Huy<U+1EC7>n,District,NA,Cai Nuoc
157,250,VNM,Vietnam,18,Ca Mau,157,Nam Can,Huy<U+1EC7>n,District,NA,Nam Can
158,250,VNM,Vietnam,18,Ca Mau,158,Ngọc Hi<U+1EC3>n,Huy<U+1EC7>n,District,NA,Ngoc Hien
159,250,VNM,Vietnam,18,Ca Mau,159,Phú Tân,Huy<U+1EC7>n,District,NA,Phu Tan
160,250,VNM,Vietnam,18,Ca Mau,160,Th<U+1EDB>i Bình,Huy<U+1EC7>n,District,NA,Thoi Binh
161,250,VNM,Vietnam,18,Ca Mau,161,Tr<U+1EA7>n Van Th<U+1EDD>i,Huy<U+1EC7>n,District,NA,Tran Van Thoi
162,250,VNM,Vietnam,18,Ca Mau,162,U Minh,Huy<U+1EC7>n,District,NA,U Minh
163,250,VNM,Vietnam,19,Cao Bang,163,Bảo Lâm,Huy<U+1EC7>n,District,NA,Bao Lam
164,250,VNM,Vietnam,19,Cao Bang,164,Bảo L<U+1EA1>c,Huy<U+1EC7>n,District,NA,Bao Lac
165,250,VNM,Vietnam,19,Cao Bang,165,Cao B<U+1EB1>ng,Thi xa,Township,NA,Cao Bang
166,250,VNM,Vietnam,19,Cao Bang,166,Hà Quảng,Huy<U+1EC7>n,District,NA,Ha Quang
167,250,VNM,Vietnam,19,Cao Bang,167,H<U+1EA1> Lang,Huy<U+1EC7>n,District,NA,Ha Lang
168,250,VNM,Vietnam,19,Cao Bang,168,Hoà An,Huy<U+1EC7>n,District,NA,Hoa An
169,250,VNM,Vietnam,19,Cao Bang,169,Nguyên Bình,Huy<U+1EC7>n,District,NA,Nguyen Binh
170,250,VNM,Vietnam,19,Cao Bang,170,Ph<U+1EE5>c Hòa,Huy<U+1EC7>n,District,NA,Phuc Hoa
